date,region,period,total_streams_millions,commute_share,home_share
2019-10-23,europe,pre_lockdown,91.23,0.56686,0.43314
2019-10-24,europe,pre_lockdown,91.37,0.57664,0.42336
2019-10-25,europe,pre_lockdown,88.97,0.58138,0.41862
2019-10-26,europe,pre_lockdown,91.07,0.50067,0.49933
2019-10-27,europe,pre_lockdown,92.55,0.50436,0.49564
2019-10-28,europe,pre_lockdown,94.52,0.57277,0.42723
2019-10-29,europe,pre_lockdown,90.14,0.56911,0.43089
2019-10-30,europe,pre_lockdown,90.75,0.59622,0.40378
2019-10-31,europe,pre_lockdown,92.96,0.56204,0.43796
2019-11-01,europe,pre_lockdown,94.25,0.56509,0.43491
2019-11-02,europe,pre_lockdown,95.21,0.48818,0.51182
2019-11-03,europe,pre_lockdown,90.7,0.49731,0.50269
2019-11-04,europe,pre_lockdown,89.36,0.56344,0.43656
2019-11-05,europe,pre_lockdown,90.95,0.56593,0.43407
2019-11-06,europe,pre_lockdown,92.59,0.56583,0.43417
2019-11-07,europe,pre_lockdown,90.64,0.52832,0.47168
2019-11-08,europe,pre_lockdown,89.61,0.57385,0.42615
2019-11-09,europe,pre_lockdown,90.28,0.50287,0.49713
2019-11-10,europe,pre_lockdown,93.66,0.49392,0.50608
2019-11-11,europe,pre_lockdown,95.37,0.56118,0.43882
2019-11-12,europe,pre_lockdown,89.08,0.56916,0.43084
2019-11-13,europe,pre_lockdown,88.83,0.53919,0.46081
2019-11-14,europe,pre_lockdown,95.01,0.55368,0.44632
2019-11-15,europe,pre_lockdown,91.24,0.56443,0.43557
2019-11-16,europe,pre_lockdown,95.76,0.51144,0.48856
2019-11-17,europe,pre_lockdown,94.78,0.4893,0.5107
2019-11-18,europe,pre_lockdown,90.56,0.55888,0.44112
2019-11-19,europe,pre_lockdown,92.02,0.54984,0.45016
2019-11-20,europe,pre_lockdown,91.04,0.54389,0.45611
2019-11-21,europe,pre_lockdown,93.52,0.55171,0.44829
2019-11-22,europe,pre_lockdown,94.09,0.56603,0.43397
2019-11-23,europe,pre_lockdown,92.19,0.50855,0.49145
2019-11-24,europe,pre_lockdown,91.25,0.49017,0.50983
2019-11-25,europe,pre_lockdown,90.83,0.55941,0.44059
2019-11-26,europe,pre_lockdown,91.22,0.58587,0.41413
2019-11-27,europe,pre_lockdown,91.09,0.53514,0.46486
2019-11-28,europe,pre_lockdown,91.62,0.56844,0.43156
2019-11-29,europe,pre_lockdown,91.28,0.549,0.451
2019-11-30,europe,pre_lockdown,94.39,0.48781,0.51219
2019-12-01,europe,pre_lockdown,93.69,0.48715,0.51285
2019-12-02,europe,pre_lockdown,94.49,0.53083,0.46917
2019-12-03,europe,pre_lockdown,89.56,0.55434,0.44566
2019-12-04,europe,pre_lockdown,90.82,0.55523,0.44477
2019-12-05,europe,pre_lockdown,93.77,0.58265,0.41735
2019-12-06,europe,pre_lockdown,95.15,0.55053,0.44947
2019-12-07,europe,pre_lockdown,96.78,0.52308,0.47692
2019-12-08,europe,pre_lockdown,96.94,0.48631,0.51369
2019-12-09,europe,pre_lockdown,93.28,0.56472,0.43528
2019-12-10,europe,pre_lockdown,92.55,0.56614,0.43386
2019-12-11,europe,pre_lockdown,93.29,0.5583,0.4417
2019-12-12,europe,pre_lockdown,89.37,0.52982,0.47018
2019-12-13,europe,pre_lockdown,96.05,0.56463,0.43537
2019-12-14,europe,pre_lockdown,95.66,0.47624,0.52376
2019-12-15,europe,pre_lockdown,94.75,0.50282,0.49718
2019-12-16,europe,pre_lockdown,92.49,0.55428,0.44572
2019-12-17,europe,pre_lockdown,96.11,0.58164,0.41836
2019-12-18,europe,pre_lockdown,94.59,0.56887,0.43113
2019-12-19,europe,pre_lockdown,95.52,0.58631,0.41369
2019-12-20,europe,pre_lockdown,92.08,0.5764,0.4236
2019-12-21,europe,pre_lockdown,93.76,0.48168,0.51832
2019-12-22,europe,pre_lockdown,95.06,0.51309,0.48691
2019-12-23,europe,pre_lockdown,94.4,0.55611,0.44389
2019-12-24,europe,pre_lockdown,92.2,0.54257,0.45743
2019-12-25,europe,pre_lockdown,94.21,0.5428,0.4572
2019-12-26,europe,pre_lockdown,91.31,0.54536,0.45464
2019-12-27,europe,pre_lockdown,89.21,0.58858,0.41142
2019-12-28,europe,pre_lockdown,96.54,0.4961,0.5039
2019-12-29,europe,pre_lockdown,95.14,0.51063,0.48937
2019-12-30,europe,pre_lockdown,94.08,0.57447,0.42553
2019-12-31,europe,pre_lockdown,92.3,0.57576,0.42424
2020-01-01,europe,pre_lockdown,95.65,0.55825,0.44175
2020-01-02,europe,pre_lockdown,95.93,0.5671,0.4329
2020-01-03,europe,pre_lockdown,93.38,0.56712,0.43288
2020-01-04,europe,pre_lockdown,99.24,0.48355,0.51645
2020-01-05,europe,pre_lockdown,96.48,0.51031,0.48969
2020-01-06,europe,pre_lockdown,99.03,0.54416,0.45584
2020-01-07,europe,pre_lockdown,92.73,0.5621,0.4379
2020-01-08,europe,pre_lockdown,97.33,0.5575,0.4425
2020-01-09,europe,pre_lockdown,95.61,0.57429,0.42571
2020-01-10,europe,pre_lockdown,95.14,0.58653,0.41347
2020-01-11,europe,pre_lockdown,93.87,0.50133,0.49867
2020-01-12,europe,pre_lockdown,99.31,0.50933,0.49067
2020-01-13,europe,pre_lockdown,98.14,0.54663,0.45337
2020-01-14,europe,pre_lockdown,94.72,0.56823,0.43177
2020-01-15,europe,pre_lockdown,93.51,0.58503,0.41497
2020-01-16,europe,pre_lockdown,96.49,0.5629,0.4371
2020-01-17,europe,pre_lockdown,95.83,0.56119,0.43881
2020-01-18,europe,pre_lockdown,97.36,0.50654,0.49346
2020-01-19,europe,pre_lockdown,94.3,0.49127,0.50873
2020-01-20,europe,pre_lockdown,93.94,0.54083,0.45917
2020-01-21,europe,pre_lockdown,93.26,0.57448,0.42552
2020-01-22,europe,pre_lockdown,96.89,0.54307,0.45693
2020-01-23,europe,pre_lockdown,95.41,0.56154,0.43846
2020-01-24,europe,pre_lockdown,95.89,0.58836,0.41164
2020-01-25,europe,pre_lockdown,97.38,0.48599,0.51401
2020-01-26,europe,pre_lockdown,94.79,0.49409,0.50591
2020-01-27,europe,pre_lockdown,94.85,0.56196,0.43804
2020-01-28,europe,pre_lockdown,99.23,0.55096,0.44904
2020-01-29,europe,pre_lockdown,92.27,0.53499,0.46501
2020-01-30,europe,pre_lockdown,95.71,0.56826,0.43174
2020-01-31,europe,pre_lockdown,95.79,0.56679,0.43321
2020-02-01,europe,pre_lockdown,92.67,0.49313,0.50687
2020-02-02,europe,pre_lockdown,95.08,0.48326,0.51674
2020-02-03,europe,pre_lockdown,97.23,0.5747,0.4253
2020-02-04,europe,pre_lockdown,93.48,0.55144,0.44856
2020-02-05,europe,pre_lockdown,96.35,0.56539,0.43461
2020-02-06,europe,pre_lockdown,92.03,0.5661,0.4339
2020-02-07,europe,pre_lockdown,97.92,0.58314,0.41686
2020-02-08,europe,pre_lockdown,96.28,0.48658,0.51342
2020-02-09,europe,pre_lockdown,94.72,0.46946,0.53054
2020-02-10,europe,pre_lockdown,95.64,0.54883,0.45117
2020-02-11,europe,pre_lockdown,96.91,0.56153,0.43847
2020-02-12,europe,pre_lockdown,96.91,0.56689,0.43311
2020-02-13,europe,pre_lockdown,95.68,0.57615,0.42385
2020-02-14,europe,pre_lockdown,94.41,0.55232,0.44768
2020-02-15,europe,pre_lockdown,95.88,0.50698,0.49302
2020-02-16,europe,pre_lockdown,97.88,0.50752,0.49248
2020-02-17,europe,pre_lockdown,95.31,0.56858,0.43142
2020-02-18,europe,pre_lockdown,98.75,0.54311,0.45689
2020-02-19,europe,pre_lockdown,98.15,0.56112,0.43888
2020-02-20,europe,pre_lockdown,97.52,0.54855,0.45145
2020-02-21,europe,pre_lockdown,100.11,0.56276,0.43724
2020-02-22,europe,pre_lockdown,97.75,0.50418,0.49582
2020-02-23,europe,pre_lockdown,96.89,0.5048,0.4952
2020-02-24,europe,pre_lockdown,96.46,0.56367,0.43633
2020-02-25,europe,pre_lockdown,96.34,0.54346,0.45654
2020-02-26,europe,pre_lockdown,101.31,0.54805,0.45195
2020-02-27,europe,pre_lockdown,97.5,0.53649,0.46351
2020-02-28,europe,pre_lockdown,97.39,0.55894,0.44106
2020-02-29,europe,pre_lockdown,95.29,0.49727,0.50273
2020-03-01,europe,pre_lockdown,96.7,0.47158,0.52842
2020-03-02,europe,pre_lockdown,100.83,0.52316,0.47684
2020-03-03,europe,pre_lockdown,96.41,0.52261,0.47739
2020-03-04,europe,pre_lockdown,101.57,0.53574,0.46426
2020-03-05,europe,pre_lockdown,98.7,0.51537,0.48463
2020-03-06,europe,pre_lockdown,101.05,0.46751,0.53249
2020-03-07,europe,pre_lockdown,101.25,0.40969,0.59031
2020-03-08,europe,pre_lockdown,98.81,0.39024,0.60976
2020-03-09,europe,pre_lockdown,96.22,0.43521,0.56479
2020-03-10,europe,pre_lockdown,95.65,0.4265,0.5735
2020-03-11,europe,lockdown,101.35,0.38634,0.61366
2020-03-12,europe,lockdown,100.85,0.33401,0.66599
2020-03-13,europe,lockdown,101.65,0.33467,0.66533
2020-03-14,europe,lockdown,101.24,0.28482,0.71518
2020-03-15,europe,lockdown,102.1,0.25527,0.74473
2020-03-16,europe,lockdown,100.1,0.30479,0.69521
2020-03-17,europe,lockdown,103.12,0.31104,0.68896
2020-03-18,europe,lockdown,101.85,0.29663,0.70337
2020-03-19,europe,lockdown,103.53,0.27059,0.72941
2020-03-20,europe,lockdown,102.48,0.27057,0.72943
2020-03-21,europe,lockdown,103.73,0.19393,0.80607
2020-03-22,europe,lockdown,102.55,0.21033,0.78967
2020-03-23,europe,lockdown,104.99,0.2313,0.7687
2020-03-24,europe,lockdown,103.9,0.24241,0.75759
2020-03-25,europe,lockdown,102.37,0.24874,0.75126
2020-03-26,europe,lockdown,104.03,0.2489,0.7511
2020-03-27,europe,lockdown,103.68,0.22988,0.77012
2020-03-28,europe,lockdown,104.27,0.17882,0.82118
2020-03-29,europe,lockdown,104.34,0.18766,0.81234
2020-03-30,europe,lockdown,104.87,0.23179,0.76821
2020-03-31,europe,lockdown,102.88,0.23658,0.76342
2020-04-01,europe,lockdown,107.93,0.21818,0.78182
2020-04-02,europe,lockdown,104.08,0.23001,0.76999
2020-04-03,europe,lockdown,103.23,0.21189,0.78811
2020-04-04,europe,lockdown,106.13,0.2029,0.7971
2020-04-05,europe,lockdown,102.15,0.19655,0.80345
2020-04-06,europe,lockdown,103.19,0.21821,0.78179
2020-04-07,europe,lockdown,103.87,0.23303,0.76697
2020-04-08,europe,lockdown,105.37,0.22183,0.77817
2020-04-09,europe,lockdown,102.67,0.23185,0.76815
2020-04-10,europe,lockdown,102.31,0.22507,0.77493
2020-04-11,europe,lockdown,103.54,0.19982,0.80018
2020-04-12,europe,lockdown,101.7,0.19018,0.80982
2020-04-13,europe,lockdown,102.93,0.23515,0.76485
2020-04-14,europe,lockdown,103.61,0.24612,0.75388
2020-04-15,europe,lockdown,102.95,0.2366,0.7634
2020-04-16,europe,lockdown,100.9,0.23823,0.76177
2020-04-17,europe,lockdown,102.98,0.23278,0.76722
2020-04-18,europe,lockdown,103.57,0.19533,0.80467
2020-04-19,europe,lockdown,107.1,0.18535,0.81465
2020-04-20,europe,lockdown,102.61,0.23766,0.76234
2020-04-21,europe,lockdown,102.76,0.21448,0.78552
2020-04-22,europe,lockdown,106.09,0.23514,0.76486
2020-04-23,europe,lockdown,106.39,0.23844,0.76156
2020-04-24,europe,lockdown,106.26,0.23292,0.76708
2020-04-25,europe,lockdown,105.47,0.19413,0.80587
2020-04-26,europe,lockdown,103.31,0.18866,0.81134
2020-04-27,europe,lockdown,108.28,0.23569,0.76431
2020-04-28,europe,lockdown,109.23,0.2208,0.7792
2020-04-29,europe,lockdown,101.49,0.22735,0.77265
2020-04-30,europe,lockdown,103.14,0.24449,0.75551
2020-05-01,europe,lockdown,105.07,0.24162,0.75838
2020-05-02,europe,lockdown,106.5,0.20318,0.79682
2020-05-03,europe,lockdown,102.27,0.18427,0.81573
2020-05-04,europe,lockdown,102.19,0.23877,0.76123
2020-05-05,europe,lockdown,109.57,0.22015,0.77985
2020-05-06,europe,lockdown,101.68,0.24349,0.75651
2020-05-07,europe,lockdown,105.47,0.22698,0.77302
2020-05-08,europe,lockdown,104.8,0.22648,0.77352
2020-05-09,europe,lockdown,103.37,0.19498,0.80502
2020-05-10,europe,lockdown,103.51,0.22078,0.77922
2020-05-11,europe,lockdown,105.41,0.23835,0.76165
2020-05-12,europe,lockdown,105.61,0.22594,0.77406
2020-05-13,europe,lockdown,103.47,0.22048,0.77952
2020-05-14,europe,lockdown,110.31,0.2248,0.7752
2020-05-15,europe,lockdown,108.14,0.20325,0.79675
2020-05-16,europe,lockdown,104.74,0.19497,0.80503
2020-05-17,europe,lockdown,107.24,0.17652,0.82348
2020-05-18,europe,lockdown,107.19,0.21896,0.78104
2020-05-19,europe,lockdown,102.79,0.24706,0.75294
2020-05-20,europe,lockdown,106.05,0.23521,0.76479
2020-05-21,europe,lockdown,107.33,0.22072,0.77928
2020-05-22,europe,lockdown,107.99,0.22324,0.77676
2020-05-23,europe,lockdown,105.68,0.18119,0.81881
2020-05-24,europe,lockdown,106.35,0.20179,0.79821
2020-05-25,europe,lockdown,108.57,0.23342,0.76658
2020-05-26,europe,lockdown,107.66,0.21522,0.78478
2020-05-27,europe,lockdown,105.86,0.23592,0.76408
2020-05-28,europe,lockdown,103.42,0.25033,0.74967
2020-05-29,europe,lockdown,106.93,0.24394,0.75606
2020-05-30,europe,lockdown,107.54,0.18199,0.81801
2020-05-31,europe,lockdown,106.23,0.20465,0.79535
2020-06-01,europe,lockdown,105.43,0.23339,0.76661
2020-06-02,europe,lockdown,104.63,0.23797,0.76203
2020-06-03,europe,lockdown,105.52,0.23568,0.76432
2020-06-04,europe,lockdown,107.66,0.23714,0.76286
2020-06-05,europe,lockdown,104.1,0.22187,0.77813
2020-06-06,europe,lockdown,108.37,0.20117,0.79883
2020-06-07,europe,lockdown,103.48,0.18893,0.81107
2020-06-08,europe,lockdown,104.66,0.2477,0.7523
2020-06-09,europe,lockdown,101.37,0.24392,0.75608
2020-06-10,europe,lockdown,105.82,0.25715,0.74285
2020-06-11,europe,lockdown,109.34,0.24103,0.75897
2020-06-12,europe,lockdown,104.85,0.25248,0.74752
2020-06-13,europe,lockdown,106.41,0.20169,0.79831
2020-06-14,europe,lockdown,104.41,0.20255,0.79745
2020-06-15,europe,lockdown,107.52,0.25833,0.74167
2020-06-16,europe,lockdown,105.0,0.2502,0.7498
2020-06-17,europe,lockdown,105.93,0.26819,0.73181
2020-06-18,europe,lockdown,107.02,0.28041,0.71959
2020-06-19,europe,lockdown,107.84,0.26877,0.73123
2020-06-20,europe,lockdown,106.89,0.21982,0.78018
2020-06-21,europe,lockdown,106.44,0.21733,0.78267
2020-06-22,europe,lockdown,110.08,0.29191,0.70809
2020-06-23,europe,lockdown,107.41,0.26953,0.73047
2020-06-24,europe,lockdown,106.81,0.2384,0.7616
2020-06-25,europe,lockdown,105.91,0.28807,0.71193
2020-06-26,europe,lockdown,106.98,0.29478,0.70522
2020-06-27,europe,lockdown,106.8,0.23525,0.76475
2020-06-28,europe,lockdown,111.48,0.22887,0.77113
2020-06-29,europe,lockdown,108.82,0.29004,0.70996
2020-06-30,europe,lockdown,106.36,0.28712,0.71288
2020-07-01,europe,reopening,108.15,0.28875,0.71125
2020-07-02,europe,reopening,105.72,0.28126,0.71874
2020-07-03,europe,reopening,109.21,0.29346,0.70654
2020-07-04,europe,reopening,105.69,0.25641,0.74359
2020-07-05,europe,reopening,107.05,0.25788,0.74212
2020-07-06,europe,reopening,111.87,0.32421,0.67579
2020-07-07,europe,reopening,107.91,0.3449,0.6551
2020-07-08,europe,reopening,109.61,0.32975,0.67025
2020-07-09,europe,reopening,109.69,0.3259,0.6741
2020-07-10,europe,reopening,111.73,0.34404,0.65596
2020-07-11,europe,reopening,107.03,0.27651,0.72349
2020-07-12,europe,reopening,105.97,0.27969,0.72031
2020-07-13,europe,reopening,110.44,0.34261,0.65739
2020-07-14,europe,reopening,108.36,0.30704,0.69296
2020-07-15,europe,reopening,104.26,0.32029,0.67971
2020-07-16,europe,reopening,105.39,0.33616,0.66384
2020-07-17,europe,reopening,110.32,0.34213,0.65787
2020-07-18,europe,reopening,107.8,0.29178,0.70822
2020-07-19,europe,reopening,109.8,0.28869,0.71131
2020-07-20,europe,reopening,107.48,0.37077,0.62923
2020-07-21,europe,reopening,108.3,0.37529,0.62471
2020-07-22,europe,reopening,108.76,0.35752,0.64248
2020-07-23,europe,reopening,109.61,0.35504,0.64496
2020-07-24,europe,reopening,107.91,0.35545,0.64455
2020-07-25,europe,reopening,104.65,0.31718,0.68282
2020-07-26,europe,reopening,107.13,0.31582,0.68418
2020-07-27,europe,reopening,105.77,0.34743,0.65257
2020-07-28,europe,reopening,109.11,0.36787,0.63213
2020-07-29,europe,reopening,110.38,0.35397,0.64603
2020-07-30,europe,reopening,108.33,0.37177,0.62823
2020-07-31,europe,reopening,107.7,0.39636,0.60364
2020-08-01,europe,reopening,108.66,0.33052,0.66948
2020-08-02,europe,reopening,111.92,0.31204,0.68796
2020-08-03,europe,reopening,110.52,0.37318,0.62682
2020-08-04,europe,reopening,108.41,0.40113,0.59887
2020-08-05,europe,reopening,111.04,0.34788,0.65212
2020-08-06,europe,reopening,109.6,0.35206,0.64794
2020-08-07,europe,reopening,109.01,0.35353,0.64647
2020-08-08,europe,reopening,111.49,0.31416,0.68584
2020-08-09,europe,reopening,109.13,0.32195,0.67805
2020-08-10,europe,reopening,110.76,0.38099,0.61901
2020-08-11,europe,reopening,107.57,0.39342,0.60658
2020-08-12,europe,reopening,112.48,0.40007,0.59993
2020-08-13,europe,reopening,109.0,0.35911,0.64089
2020-08-14,europe,reopening,103.82,0.36734,0.63266
2020-08-15,europe,reopening,109.35,0.31772,0.68228
2020-08-16,europe,reopening,109.86,0.31072,0.68928
2020-08-17,europe,reopening,109.83,0.37142,0.62858
2020-08-18,europe,reopening,111.21,0.36669,0.63331
2020-08-19,europe,reopening,112.63,0.37014,0.62986
2020-08-20,europe,reopening,111.3,0.3688,0.6312
2020-08-21,europe,reopening,108.91,0.37403,0.62597
2020-08-22,europe,reopening,110.19,0.31447,0.68553
2020-08-23,europe,reopening,110.32,0.33792,0.66208
2020-08-24,europe,reopening,108.81,0.35893,0.64107
2020-08-25,europe,reopening,109.99,0.38415,0.61585
2020-08-26,europe,reopening,109.71,0.38253,0.61747
2020-08-27,europe,reopening,113.74,0.37863,0.62137
2020-08-28,europe,reopening,111.61,0.39787,0.60213
2020-08-29,europe,reopening,112.51,0.29572,0.70428
2020-08-30,europe,reopening,112.24,0.32432,0.67568
2020-08-31,europe,reopening,113.43,0.37369,0.62631
2020-09-01,europe,reopening,109.84,0.38537,0.61463
2020-09-02,europe,reopening,113.3,0.37503,0.62497
2020-09-03,europe,reopening,109.79,0.38901,0.61099
2020-09-04,europe,reopening,109.22,0.37541,0.62459
2020-09-05,europe,reopening,111.1,0.33714,0.66286
2020-09-06,europe,reopening,106.79,0.32308,0.67692
2020-09-07,europe,reopening,107.35,0.35941,0.64059
2020-09-08,europe,reopening,109.72,0.38876,0.61124
2020-09-09,europe,reopening,107.49,0.37856,0.62144
2020-09-10,europe,reopening,109.6,0.42657,0.57343
2020-09-11,europe,reopening,112.18,0.37113,0.62887
2020-09-12,europe,reopening,109.47,0.30329,0.69671
2020-09-13,europe,reopening,111.31,0.33103,0.66897
2020-09-14,europe,reopening,111.7,0.38062,0.61938
2020-09-15,europe,reopening,112.1,0.36754,0.63246
2020-09-16,europe,reopening,116.76,0.3719,0.6281
2020-09-17,europe,reopening,110.99,0.39033,0.60967
2020-09-18,europe,reopening,109.57,0.38665,0.61335
2020-09-19,europe,reopening,111.86,0.30986,0.69014
2020-09-20,europe,reopening,113.14,0.33151,0.66849
2020-09-21,europe,reopening,113.98,0.36829,0.63171
2020-09-22,europe,reopening,109.47,0.38755,0.61245
2020-09-23,europe,reopening,114.75,0.38609,0.61391
2020-09-24,europe,reopening,112.05,0.37549,0.62451
2020-09-25,europe,reopening,112.51,0.37625,0.62375
2020-09-26,europe,reopening,108.62,0.32151,0.67849
2020-09-27,europe,reopening,108.39,0.31209,0.68791
2020-09-28,europe,reopening,111.93,0.34842,0.65158
2020-09-29,europe,reopening,116.82,0.37317,0.62683
2020-09-30,europe,reopening,113.44,0.3688,0.6312
2020-10-01,europe,reopening,109.36,0.38258,0.61742
2020-10-02,europe,reopening,109.49,0.38258,0.61742
2020-10-03,europe,reopening,110.88,0.33077,0.66923
2020-10-04,europe,reopening,111.45,0.32252,0.67748
2020-10-05,europe,reopening,109.86,0.35288,0.64712
2020-10-06,europe,reopening,113.24,0.37616,0.62384
2020-10-07,europe,reopening,110.2,0.39999,0.60001
2020-10-08,europe,reopening,110.72,0.38863,0.61137
2020-10-09,europe,reopening,114.24,0.38408,0.61592
2020-10-10,europe,reopening,114.71,0.32865,0.67135
2020-10-11,europe,reopening,111.82,0.31661,0.68339
2020-10-12,europe,reopening,111.54,0.36851,0.63149
2020-10-13,europe,reopening,113.56,0.37903,0.62097
2020-10-14,europe,reopening,112.05,0.39593,0.60407
2020-10-15,europe,reopening,113.17,0.37667,0.62333
2020-10-16,europe,reopening,109.42,0.38091,0.61909
2020-10-17,europe,reopening,108.07,0.31741,0.68259
2020-10-18,europe,reopening,114.35,0.32469,0.67531
2020-10-19,europe,reopening,114.68,0.41941,0.58059
2020-10-20,europe,reopening,113.96,0.40233,0.59767
2020-10-21,europe,reopening,116.16,0.36093,0.63907
2020-10-22,europe,reopening,111.06,0.37573,0.62427
2020-10-23,europe,reopening,110.9,0.35988,0.64012
2020-10-24,europe,reopening,110.77,0.28735,0.71265
2020-10-25,europe,reopening,112.84,0.34768,0.65232
2020-10-26,europe,reopening,111.25,0.36544,0.63456
2020-10-27,europe,reopening,115.8,0.37253,0.62747
2020-10-28,europe,reopening,113.19,0.36798,0.63202
2020-10-29,europe,reopening,114.6,0.38072,0.61928
2020-10-30,europe,reopening,114.59,0.38102,0.61898
2020-10-31,europe,reopening,111.64,0.32708,0.67292
2020-11-01,europe,reopening,110.45,0.32292,0.67708
2020-11-02,europe,reopening,114.39,0.35249,0.64751
2020-11-03,europe,reopening,114.04,0.39723,0.60277
2020-11-04,europe,reopening,112.98,0.36813,0.63187
2020-11-05,europe,reopening,112.8,0.34039,0.65961
2020-11-06,europe,reopening,109.39,0.35268,0.64732
2020-11-07,europe,reopening,115.24,0.3141,0.6859
2020-11-08,europe,reopening,113.55,0.32716,0.67284
2020-11-09,europe,reopening,111.13,0.36574,0.63426
2020-11-10,europe,reopening,115.79,0.37307,0.62693
2020-11-11,europe,reopening,113.25,0.38265,0.61735
2020-11-12,europe,reopening,114.03,0.38245,0.61755
2020-11-13,europe,reopening,116.17,0.37819,0.62181
2020-11-14,europe,reopening,112.45,0.32465,0.67535
2020-11-15,europe,reopening,116.06,0.31247,0.68753
2020-11-16,europe,reopening,117.67,0.38929,0.61071
2020-11-17,europe,reopening,114.08,0.36484,0.63516
2020-11-18,europe,reopening,112.34,0.37803,0.62197
2020-11-19,europe,reopening,117.35,0.39295,0.60705
2020-11-20,europe,reopening,115.53,0.40002,0.59998
2020-11-21,europe,reopening,112.95,0.32661,0.67339
2020-11-22,europe,reopening,115.89,0.33558,0.66442
2020-11-23,europe,reopening,117.75,0.36082,0.63918
2020-11-24,europe,reopening,112.21,0.38707,0.61293
2020-11-25,europe,reopening,113.7,0.37329,0.62671
2020-11-26,europe,reopening,113.49,0.36279,0.63721
2020-11-27,europe,reopening,115.75,0.37209,0.62791
2020-11-28,europe,reopening,115.48,0.31555,0.68445
2020-11-29,europe,reopening,115.31,0.31908,0.68092
2020-11-30,europe,reopening,117.9,0.37445,0.62555
2020-12-01,europe,reopening,113.61,0.38344,0.61656
2020-12-02,europe,reopening,115.06,0.34334,0.65666
2020-12-03,europe,reopening,116.48,0.3649,0.6351
2020-12-04,europe,reopening,116.29,0.39781,0.60219
2020-12-05,europe,reopening,112.92,0.30649,0.69351
2020-12-06,europe,reopening,116.53,0.31168,0.68832
2020-12-07,europe,reopening,112.34,0.36732,0.63268
2020-12-08,europe,reopening,113.59,0.36836,0.63164
2020-12-09,europe,reopening,113.58,0.36159,0.63841
2020-12-10,europe,reopening,113.31,0.39296,0.60704
2020-12-11,europe,reopening,118.65,0.34278,0.65722
2020-12-12,europe,reopening,112.91,0.35306,0.64694
2020-12-13,europe,reopening,116.38,0.31649,0.68351
2020-12-14,europe,reopening,114.14,0.35585,0.64415
2020-12-15,europe,reopening,115.63,0.39668,0.60332
2020-12-16,europe,reopening,115.12,0.36873,0.63127
2020-12-17,europe,reopening,118.89,0.39023,0.60977
2020-12-18,europe,reopening,119.42,0.38875,0.61125
2020-12-19,europe,reopening,122.31,0.31794,0.68206
2020-12-20,europe,reopening,119.74,0.30946,0.69054
2020-12-21,europe,reopening,115.19,0.367,0.633
2020-12-22,europe,reopening,118.02,0.37979,0.62021
2020-12-23,europe,reopening,116.59,0.37639,0.62361
2020-12-24,europe,reopening,113.74,0.36077,0.63923
2020-12-25,europe,reopening,115.92,0.35368,0.64632
2020-12-26,europe,reopening,114.5,0.31935,0.68065
2020-12-27,europe,reopening,118.48,0.31144,0.68856
2020-12-28,europe,reopening,115.13,0.37193,0.62807
2020-12-29,europe,reopening,113.59,0.36064,0.63936
2020-12-30,europe,reopening,117.0,0.39719,0.60281
2020-12-31,europe,reopening,115.08,0.37938,0.62062
2021-01-01,europe,reopening,115.04,0.40197,0.59803
2021-01-02,europe,reopening,117.75,0.31933,0.68067
2021-01-03,europe,reopening,116.67,0.33035,0.66965
2021-01-04,europe,reopening,116.43,0.38008,0.61992
2021-01-05,europe,reopening,120.52,0.36527,0.63473
2021-01-06,europe,reopening,118.81,0.37752,0.62248
2021-01-07,europe,reopening,116.84,0.3977,0.6023
2021-01-08,europe,reopening,114.74,0.38568,0.61432
2021-01-09,europe,reopening,114.88,0.31556,0.68444
2021-01-10,europe,reopening,117.92,0.32021,0.67979
2021-01-11,europe,reopening,115.18,0.36889,0.63111
2021-01-12,europe,reopening,117.76,0.35767,0.64233
2021-01-13,europe,reopening,118.3,0.35881,0.64119
2021-01-14,europe,reopening,115.97,0.37652,0.62348
2021-01-15,europe,reopening,115.78,0.38789,0.61211
2021-01-16,europe,reopening,119.31,0.32647,0.67353
2021-01-17,europe,reopening,117.32,0.31755,0.68245
2021-01-18,europe,reopening,113.04,0.36608,0.63392
2021-01-19,europe,reopening,116.61,0.3881,0.6119
2021-01-20,europe,reopening,117.17,0.38635,0.61365
2021-01-21,europe,reopening,115.54,0.36819,0.63181
2021-01-22,europe,reopening,119.25,0.3721,0.6279
2021-01-23,europe,reopening,120.1,0.32391,0.67609
2021-01-24,europe,reopening,116.6,0.30249,0.69751
2021-01-25,europe,reopening,122.3,0.42146,0.57854
2021-01-26,europe,reopening,118.06,0.36256,0.63744
2021-01-27,europe,reopening,118.76,0.37078,0.62922
2021-01-28,europe,reopening,119.03,0.38842,0.61158
2021-01-29,europe,reopening,112.14,0.37455,0.62545
2021-01-30,europe,reopening,119.32,0.32168,0.67832
2021-01-31,europe,reopening,118.24,0.31687,0.68313
2021-02-01,europe,reopening,118.87,0.38975,0.61025
2021-02-02,europe,reopening,119.84,0.37066,0.62934
2021-02-03,europe,reopening,112.68,0.35723,0.64277
2021-02-04,europe,reopening,120.13,0.36856,0.63144
2021-02-05,europe,reopening,117.95,0.36965,0.63035
2021-02-06,europe,reopening,116.52,0.31647,0.68353
2021-02-07,europe,reopening,119.9,0.31487,0.68513
2021-02-08,europe,reopening,115.64,0.37159,0.62841
